Title,URL,Product,Items Available,Final Price,Winning bid,Date closed,Seller name,Seller page,Description
Dell Latitude E6440 - Intel(R) Core(TM) i7-4610M - AMD Radeon 8690M (2GB) - 256 SSD - 8GB RAM,https://www.bidorbuy.co.za/item/309749297/Dell_Latitude_E6440_Intel_R_Core_TM_i7_4610M_AMD_Radeon_8690M_2GB_256_SSD_8GB_RAM.html,"Dell † 14"" † 256GB †8GB Ram †3.7Ghz † Dedicated",1,"R5,600.","R5,600.00 † 25†Oct†23:48 †",10/26/2017,Eazybob,https://www.bidorbuy.co.za/seller/3098781/Eazybob,"
	,	
	  ,†SERIOUS BUYERS ONLY,AUCTION MUST BE PAID IN 24 HOURS AFTER BID CLOSED,SHIPPING ON THIS ITEM R350,DELL LATITUDE E6440,- Intel(R) Core(TM) i7-4610M CPU @ 3.00GHz-3.70GHz,- Memory 8 GB RAM,- Hard Drive 256 Solid State Drive,- AMD Radeon HD8690M (2GB) GDDR5,- SAF Qualcomm Gobi 3G/42Mbps,- HD Webcam,- Smartcard Reader,- LED Backlit Keyboard,- Screen Resolution 1600x900 HD+,- 4 USB Ports,- HDMi,- LAN,- VGA,This laptop is in a 9/10 condition !!!,
  ,
,    
"
,,,,,,,,,
Lenovo E50-80 - Intel(R) Core(TM) i7-5500U - 1000 GB HDD - 8 GiG Ram - AMD Radeon 2GB - Win 8.1,https://www.bidorbuy.co.za/item/309766651/Lenovo_E50_80_Intel_R_Core_TM_i7_5500U_1000_GB_HDD_8_GiG_Ram_AMD_Radeon_2GB_Win_8_1.html,"Lenovo † 15.6"" † 1TB †8GB Ram †3.0Ghz † Dedicated",1,"R4,950.","R4,950.00 † 25†Oct†23:43 †",10/26/2017,Eazybob,https://www.bidorbuy.co.za/seller/3098781/Eazybob,"
	,	
	  ,†SERIOUS BUYERS ONLY,AUCTION MUST BE PAID 24 HOURS AFTER BID CLOSED,SHIPPING ON THIS ITEM R350,LENOVO E50-80,- Intel(R) Core(TM) i7-5500U CPU @ 2.40GHz-3.00GHz,- Memory 8 GiG Ram,- Hard Drive 1000 GB HDD,- Screen Resolution 1366x768 HD,- AMD Radeon R5 M330 (2GB GDDR5),- HD Webcam,- DVD Rom/Writer,- 3 USB Ports,- HDMi,- VGA,- LAN,- Wifi,- Bluetooth,This laptop is in a 9/10 condition.,
  ,
,    
"
,,,,,,,,,
"LENOVO THINKPAD T460s | 6TH GEN CORE i5-6300U | 4GB RAM | 128GB SSD | 14"" FHD | 4G | HDMI | WIN10PRO",https://www.bidorbuy.co.za/item/309801447/LENOVO_THINKPAD_T460s_6TH_GEN_CORE_i5_6300U_4GB_RAM_128GB_SSD_14_FHD_4G_HDMI_WIN10PRO.html,"Lenovo † 14"" † 128GB †4GB Ram †2.4Ghz † Integrated",1,"R5,416.","R5,416.00 † 25†Oct†23:52 †",10/26/2017,CGTECH,https://www.bidorbuy.co.za/seller/2100911/CGTECH,"
	,	
	  ,*** LENOVO T460s 6TH GEN SKYLAKE ULTRABOOK***,6TH GEN INTEL CORE i5 vPRO 6300U SKYLAKE CPU @ 2.40GHz,128GB SSD,4GB DDR3L† RAM,14"" FULL HD †LED SCREEN (1920 x 1080) BACKLIT ANTI-GLARE,HD WEBCAM,INTEL HD ,GRAPHICS,†520,HDMI | MINI D-PORT† |†,VGA,USB3.0 PORT,4G LTE | WIFI |†,LAN | BLUETOOTH,SD CARD READER,TRACKPOINT & 5-BUTTON GLASS TOUCHPAD,BACKLIT PRECISION KEYBOARD,FINGERPRINT READER,WINDOWS 10 PRO 64-bit†,†,PAYMENT WITHIN 24 HOURS ,†,**** PLEASE DO NOT BID IF YOU DO NOT INTEND TO PAY WITHIN 24 HOURS *,†,†,
  ,
,    
"
,,,,,,,,,
Dell Inspiron 3721 core i5 Technical Specifications,https://www.bidorbuy.co.za/item/309811789/Dell_Inspiron_3721_core_i5_Technical_Specifications.html,"Dell † 17.3"" † 750GB †12GB Ram †1.8Ghz † Dedicated",1,"R3,610.","R3,610.00 † 25†Oct†23:44 †",10/26/2017,VincemEnterprise,https://www.bidorbuy.co.za/seller/2626462/VincemEnterprise,"
	,	
	  ,Dell Inspiron 3721 core i5 Technical Specifications., ,I have Dell Inspiron i5 model number 3721 laptop for sale. The laptop is still in excellent condition. It is a 3,rd, generation with excellent graphics.,  ,It has 1.8Ghz that can be boosted to 2.7Ghz (thus according to online reviews), it has i5 processor, 750gb hard drive, 12gb ram, AMD Radeon 7600M series HD Graphics (VRAM 1GB) and Intel HD Graphics 4000, comes with original charger, running windows 10 pro 64bit, Microsoft Office 2016 and battery last 1 to 1.5 hours. It is a reliable laptop., ,No bidders with negative rating.,                                     ,  ,BID ONLY IF YOU ARE GOING TO PAY AND PAYMENT MUST BE DONE WITHIN 48 HOURS. AFTER 48 HOURS THIS ITEM WILL BE RELISTED.,Dell Inspiron 3721 core i5 Technical Specifications,CPU | Processor,3rd Generation IntelÆ CoreÑ¢ i5-3337U processor (3M Cache, up to 1.8 GHz),Memory | RAM,12GB, DDR3, 1600MHz,Optical Drive,†8X CD / DVD Burner (Dual Layer DVD+/-R Drive),Laptop Dimensions,Width: 16.2Äù (412mm),Height: 1.12Äù (28.34mm) front / 1.17Äù (29.6mm) rear with 6-cell/65 WHr battery,Depth: 10.6Äù (270mm),Laptop Weight,Starting weight of 5.82 lbs (2.64 kg) with 4-cell/40 WHr battery,Operating System (OS),WindowsÆ 10 Pro, 64Bit, English,Graphics Card | Video Card,IntelÆ HD Graphics,Video Memory | Graphics Memory | VGA Memory,Shared,Camera | Webcam,†Yes,†,†,Wi-Fi | wireless,Dell Wireless 1705 802.11b/g/n,Wired | Ethernet | LAN,Yes,Bluetooth,Bluetooth 4.0,Display Size | Screen Size,17.3 HD,Screen Display | Screen Type | Resolution,WLED with Truelife†(900p)† 1600√ó900 Resolution,Hard Drive Size,750 GB Hard Drive,†,†,†,†,†,
  ,
,    
"
,,,,,,,,,
"MONSTER i7 HP EliteBook @ 2.70ghz, 500gb HHD, 4gb ram, 3G ,DVD , 12.5"" HD Display, Windows 10!!!",https://www.bidorbuy.co.za/item/309746712/MONSTER_i7_HP_EliteBook_2_70ghz_500gb_HHD_4gb_ram_3G_DVD_12_5_HD_Display_Windows_10.html,"HP † 12.5"" † 500GB †4GB Ram †2.70Ghz †",1,"R3,001.","R3,001.00 † 25†Oct†23:30 †",10/25/2017,polishednail,https://www.bidorbuy.co.za/seller/3224099/polishednail,"
	,	
	  ,HP ELITEBOOK 2560p,Great Value with HP strength and reliability you can trust!!!,Intel Core i7 2620M @ 2.70Ghz (Turbo boost=3.40Ghz)†,4gb Ram†,500gb Hard drive,Built in 3G (just insert sim),DVD Rom/Rw†,12.5"" HD LED Display (anti-glare) ,Intel HD 3000 Graphics,keyboard light,Aluminum Body,Webcam†,HD Audio†,WiFi†,Bluetooth†,Fingerprint Scanner,Card Reader†,3x USB Ports,VGA port†,Display port†,Headphone output†,Ethernet port†,†EXTENDED Battery†,Original Charger ,Windows 10 Pro 64bit,†,†ITEM IS 100% FULLY FUNCTIONAL . IT HAS BEEN VERY WELL TAKEN CARE OFF, I WOULD RATE IT'S CONDITION A 8/10!!,†,†,
  ,
,    
"
,,,,,,,,,
"18.5"" Samsung (1366x768) HD Widescreen LED Display (BARGAIN!!!)",https://www.bidorbuy.co.za/item/309747359/18_5_Samsung_1366x768_HD_Widescreen_LED_Display_BARGAIN.html,"Samsung † 18.5"" † LED † 1366x768 †",1,R725.,R725.00 † 25†Oct†22:42 †,10/25/2017,polishednail,https://www.bidorbuy.co.za/seller/3224099/polishednail,"
	,	
	  ,†SAMSUNG S19B300,Monitor Type: LED,Screen Size: 18.5,Resolution: 1366x768,Colour support: 16.7 Million colours,Contrast Ratio: 10000:1,Pixel density: 82ppi,Connection type: VGA†,Power Consumption: 20 Watt,+,Power addatper†,Item is working perfectly and is very neat.,(POWER CABLE AND VGA CABLE INCLUDED),
  ,
,    
"
,,,,,,,,,
"Dell Latitude E5580 -15.6"" Full HD - i5-6300U - 512 SSD - 8 GB RAM- HDMI - Win 10 -Backlit Keyboard",https://www.bidorbuy.co.za/item/309743543/Dell_Latitude_E5580_15_6_Full_HD_i5_6300U_512_SSD_8_GB_RAM_HDMI_Win_10_Backlit_Keyboard.html,"Dell † 15.6"" † 512GB †8GB Ram †2.4Ghz † Integrated",1,"R7,707.","R7,707.00 † 25†Oct†10:41 †",10/25/2017,Dominent PC,https://www.bidorbuy.co.za/seller/914810/Dominent_PC,"
	,	
	  ,DON'T MISS OUT†,††,SERIOUS BUYERS ONLY ,PAYMENT MUST BE MADE 24 HOURS†,SHIPPING ON THIS ITEM IS R290 - ITEM IN STOCK PLEASE VIEW PICS†,Dell Latitude E5580 - 15.6"" FULL HD 1920X1080p Liquid Crystal Display - i5-6300U- 512 SSD - 16 GB RAM DDR4 - HDMI - 2 x 3.0 ,- Windows 10 - CHARGER - HDMI - CONDITION 9.9/10 EXTREEMLY NEAT AS GOOD†,-†,6th Generation IntelÆ CoreÑ¢ i5-6300U (Dual Core, 2.4GHz, 3MB cache),-†,15.6Äù FHD (1920 x 1080) Non-Touch LCD with Mic/Camera, WWAN Capable,† - HARD DRIVE†,M.2 512GB Solid State Drive SATA,- MEMORY 16,GB (2x8GB) DDR4 Memory,-INTEL HD GRAPHICS 520,-4G LTE (SUPER FAST ),-2 USB 3.0 (one with PowerShare),-1 RJ-45,-1 HDMI,-1 VGA,-1 Display Port over USB Type-CÑ¢,-IntelÆ Dual-Band Wireless-AC 8265†Wi-Fi + BT 4.2 Wireless Card,CONDITION: 9.9/ 10 LIKE NEW IMACULATE CONDITION†,
  ,
,    
"
,,,,,,,,,
Lenovo Thinkpad T440p - Core i7 - 8G Ram - 1000 GB,https://www.bidorbuy.co.za/item/309724458/Lenovo_Thinkpad_T440p_Core_i7_8G_Ram_1000_GB.html,"Lenovo † 14"" † 1TB †8GB Ram †2.9Ghz † Integrated",1,"R4,099.","R4,099.00 † 25†Oct†22:32 †",10/25/2017,brabra,https://www.bidorbuy.co.za/seller/2820851/brabra,"
	,	
	  ,Lenovo Thinkpad T440p - Core i7 - 8G Ram - 1000 GB ,Intel Core i7- 4600M @ 2.9 GHz ,Windows 10 Professional (64-bit),14-inch Premium HD Led,Intel Integrated HD Graphics 4600,8GB DDR3†,1000GB ,Webcam,VGA, USB 3.0,3G Slot,CD†DRIVE,†,†,†,condition 9/10,†,The Laptop is in Very good condition with charger.,†,WE ARE HAPPY TO ANSWER ANY QUESTIONS - PLEASE ASK!,†,†,Do not bid if you do not intent to pay,Shipping and all charges related to it are payable by the buyer,.,The opened day of the post office after the payment is done, t,he tracking number will be forwarded as soon as the item is dispatched,.,†,The payment must be done within 24 hours after winning the bid and no collection is allowed,
  ,
,    
"
,,,,,,,,,
LENOVO E50 | 5TH GEN INTEL CORE i5-5200U | 4GB RAM | 500GB HDD | 15.6 LED | DVD | WIN8.1PRO,https://www.bidorbuy.co.za/item/309741014/LENOVO_E50_5TH_GEN_INTEL_CORE_i5_5200U_4GB_RAM_500GB_HDD_15_6_LED_DVD_WIN8_1PRO.html,"Lenovo † 15.6"" † 500GB †4GB Ram †2.2Ghz † Integrated",1,"R3,401.","R3,401.00 † 25†Oct†23:08 †",10/25/2017,CGTECH,https://www.bidorbuy.co.za/seller/2100911/CGTECH,"
	,	
	  ,† † † † † † † † † † † † † † † † † †††,† † † † † † † † † † † † † † † † † † † † † † † † † † † † † † † † † † † † † ††,†,**** ,LENOVO E50-80,****,† † † † † † † † † † † † † † † † † † † † † † † † † † † † †EXCELLENT CONDITION,SPECIFICATIONS:,5TH GEN INTEL CORE i5-5200U @ 2.20GHz†,500GB SATA HARD DRIVE,4GB DDR3L RAM†,†DVD SUPER MULTI LAYER DRIVE,†,15.6"" ANTI-GLARE DISPLAY,INTEL IRIS GRAPHICS 5500,FINGER PRINT READER,STRONG METAL HINGE,ACCU TYPE KEYBOARD WITH NUMERIC KEYPAD†,HDMI | VGA | USB 2.0 | 2 x USB 3.0 | RJ-45 ,HEADPHONE-OUT / MICROPHONE-IN COMBO, SD CARD READER,802.11B/G/N WIFI, ,ETHERNET LAN, BLUETOOTH 4.0,720p HD WEBCAM WITH DIGITAL ARRAY MICROPHONE,DOLBY DIGITAL PLUS HOME THEATER,WINDOWS 8.1 PRO 64-bit,†,**** PLEASE DO NOT BID IF YOU DO NOT INTEND TO PAY ****,†,
  ,
,    
"
,,,,,,,,,
"HP PAVILION 15 | 4TH GEN CORE i3-4005U | 6GB RAM | 1TB HDD | 15.6""LED | WEBCAM | WIN8.1",https://www.bidorbuy.co.za/item/309741021/HP_PAVILION_15_4TH_GEN_CORE_i3_4005U_6GB_RAM_1TB_HDD_15_6_LED_WEBCAM_WIN8_1.html,"HP † 15.6"" † 1TB †6GB Ram †1.7Ghz † Integrated",1,"R3,655.","R3,655.00 † 25†Oct†23:23 †",10/25/2017,CGTECH,https://www.bidorbuy.co.za/seller/2100911/CGTECH,"
	,	
	  ,†,† †,††† ,STUNNING 15 INCH MACHINE†,†,HP†PAVILION 15 ULTRASLIM NOTEBOOK PC,4TH†GEN INTEL CORE i3-4005U @ 1.70GHz 1.70GHz†,1TB HARD DRIVE,6GB DDR3 RAM†,DVD RW†DRIVE,WINDOWS†8.1 SINGLE LANGUAGE 64-BIT†,15.6"" DIAGONAL HD + BRIGHTVIEW LED DISPLAY,INTEL HD GRAPHICS,| HDMI | VGA | MULTI CARD READER |,| 2 x USB 3.0 | 1 x USB 2.0 |,802.11/B/G/N WIRELESS,ETHERNET, BLUETOOTH 4.0 + EDR,HP TRUEVISION HD WEBCAM WITH INTERNAL DIGITAL MIC,DTS SOUND,PAYMENT WITHIN 24 HOURS ,PLEASE DO NOT BIDORBUY IF YOU DO NOT INTEND TO PAY,Product Details:,†,†††††††††††††††††† GREAT BARGAIN!!!!,†,†††††††††††††††††† DONT MISS OUT!!!!!,†††††††††††††††††††††† BUY NOW!!!!!!!!!! ,
  ,
,    
"
,,,,,,,,,
TOUCHSCREEN - DELL INSPIRON 7348-INTEL CORE i5 - 5THGEN -128GBSSD - 8GBRAM-WIN 10 - CLEAN FULL HD,https://www.bidorbuy.co.za/item/309715319/TOUCHSCREEN_DELL_INSPIRON_7348_INTEL_CORE_i5_5THGEN_128GBSSD_8GBRAM_WIN_10_CLEAN_FULL_HD.html,"Dell † 13.3"" † 128GB †8GB Ram †2.2Ghz † Integrated",1,"R4,555.","R4,555.00 † 25†Oct†23:37 †",10/25/2017,MarKab3746,https://www.bidorbuy.co.za/seller/3595386/MarKab3746,"
	,	
	  ,†,TOUCHSCREEN ,DELL INSPIRON 7348 2 in 1,+ ORIGINAL CHARGER ,+ PEN †,†,†,† †INTEL CORE i5 †- 5THGEN - †128SSD - 8GBRAM - †INTEL HD 5500,†,†,Tech Specs,Touchscreen Dell INSPIRON 7348 - 13.3"" - Core i5 5200U - 8 GB RAM - 128GBSSD,Processor Intel Core i5 (5th Gen) 5200U / 2.2 GHz†,Memory 8 GB DDR3L,Storage 128GBSSD,Optical Drive No optical drive ,Baclite Keyboard,Display 13.3'' True life LED Backlit Touch Display with wide viewing †angle IPS†,Graphics Intel HD Graphics 5500,Integrated Webcam Yes,Bluetooth 4.1, Gigabit Ethernet, HDMI,Battery 4-cell,†,†,††,†,PAYMENT SHOULD BE MADE WITHIN 24 HOURS OF PURCHASE,Items will be sent with courier R350 to the door (1-3 Working Days for Delivery) Insurance is optional,Items paid for will be dispatched day after payment clears unless it falls on a Friday then it will only go out on Monday,Please note that no collections will be allowed ,Feel free to ask any questions,†OS †Windows 10, office 2016 will be loaded on the computer with minors scratches under the UNIT,the item is in †good condition 9/10 with original charger,†,† ††,†,†,†,†,†,
  ,
,    
"
,,,,,,,,,
"HP ProBook 4530s - 15.6"" - Core i3 2310M - 6 GB RAM - 500GB HDD",https://www.bidorbuy.co.za/item/309650517/HP_ProBook_4530s_15_6_Core_i3_2310M_6_GB_RAM_500GB_HDD.html,"HP † 15.5"" † 500GB †6GB Ram †2.1Ghz †",1,"R2,302.","R2,302.00 † 25†Oct†22:55 †",10/25/2017,VincemEnterprise,https://www.bidorbuy.co.za/seller/2626462/VincemEnterprise,"
	,	
	  ,†,I have an†,HP ProBook 4530s - 15.6"" - Core i3 2310M - 6 GB RAM and 500GB HDD for sale. This laptop is working 100%. Battery is still good, has excellent display. It is currently operating on windows 10 Pro 64bit, Office 2016, 15.6inch display, HD 3000 graphics and charger. Machine is second hand with signs of usage but still in great condition. Functionality is 100% and 7.5/10 cosmetic.,3 months warranty that excludes physical damages, warranty void if seals are broken.,BID ONLY IF YOU ARE GOING TO PAY AND PAYMENT MUST BE DONE WITHIN 48 HOURS. AFTER 48 HOURS THIS ITEM WILL BE RELISTED.,The photos are just for demo,,†,
  ,
,    
"
,,,,,,,,,
BOX - DELL VOSTRO 3558 - INTEL CORE i5 - 5THGEN  - 500SSHD - 8GBRAM - WIN 10 - CLEAN,https://www.bidorbuy.co.za/item/309640594/BOX_DELL_VOSTRO_3558_INTEL_CORE_i5_5THGEN_500SSHD_8GBRAM_WIN_10_CLEAN.html,"Dell † 15.6"" † 500GB †8GB Ram †2.3Ghz † Integrated",1,"R4,300.","R4,300.00 † 25†Oct†20:59 †",10/25/2017,MarKab3746,https://www.bidorbuy.co.za/seller/3595386/MarKab3746,"
	,	
	  ,†,DELL VOSTRO 3558,+ ORIGINAL CHARGER ,+ OPEN BOX,†,†,† INTEL CORE i5 †- 5THGEN - †500SSHD - 8GBRAM - †INTEL HD†,†,†,Tech Specs,Dell Vostro 3558 - 15.6"" - Core i5 5200U - 8 GB RAM - 500Gb Hybrid,Processor Intel Core i5 (5th Gen) 5200U / 2.3 GHz†,Memory 8 GB DDR3L,Storage 500Gb SSHD†,Optical Drive Yes optical drive ,Baclite Keyboard,Display 15.6"" WLED 1366 x 768 / HD,Graphics Intel HD Graphics 520,Integrated Webcam Yes,Networking 802.11a/b/g/n, Bluetooth 4.1, Gigabit Ethernet,Battery 6-cell,†,††,†,PAYMENT SHOULD BE MADE WITHIN 24 HOURS OF PURCHASE,Items will be sent with courier R350 to the door (1-3 Working Days for Delivery) Insurance is optional,Items paid for will be dispatched day after payment clears unless it falls on a Friday then it will only go out on Monday,Please note that no collections will be allowed ,Feel free to ask any questions,†OS †Windows 10, office 2016 will be loaded on the computer ,the item is in †good condition 9/10 with original charger,†,† ††,†,†,†,†,†,
  ,
,    
"
,,,,,,,,,
"**MONSTER SPEC**HP Elitebook 840 G3**14"" QHD**6th Gen i7**256GB SSD**8GB Memory**Win8**WARRANTY**",https://www.bidorbuy.co.za/item/309698416/_MONSTER_SPEC_HP_Elitebook_840_G3_14_QHD_6th_Gen_i7_256GB_SSD_8GB_Memory_Win8_WARRANTY.html,"HP † 14"" † 256GB †8GB Ram †3.2Ghz † Integrated",1,"R7,100.","R7,100.00 † 25†Oct†23:32 †",10/25/2017,EZ TECH,https://www.bidorbuy.co.za/seller/1733659/EZ_TECH,"
	,	
	  ,†,***MONSTER SPEC**HP Elitebook 840 G3**14"" QHD**6th Gen i7**256GB SSD**8GB Memory**Win8.1**WARRANTY***,†,STILL†IN†EXCELLENT†9/10 CONDITION with†HP†ONSITE†WARRANTY valid till September 2019,HP EliteBook 840 G3 Specs,                                                                                                      ,Windows 8.1 Professional 64 (Upgrade option to Windows 10 Pro 64 available upon checkout),IntelÆ Core i7-6500U with Intel HD Graphics 520 (2.5 GHz, up to 3.1 GHz with Intel Turbo Boost Technology, 4 MB cache, 2 cores),35,56 cm (14"") diagonal QHD anti-glare ultra-slim (2560 x 1440),8GB DDR4 RAM memory and 256GB SSD storage,Bang & Olufsen Audio ,includes balance of 3 year Next Business Day Onsite Warranty till Sept 2019,                                                                                              ,†,†,†,†,†,†,** DON'T MISS OUT ** ,†,PAYMENT SHOULD BE MADE WITHIN 48 HOURS OF PURCHASE,Items will be sent with†courier @ R350 (1-3 Working Days for Delivery) Insurance is optional ,Items paid for will be dispatched day after payment clears unless it falls on a Friday†then it will only go out on Monday,Please note no collections will be allowed†as all items are sent straight from warehouse to you,Only the OS and Drivers will be loaded on the computer ,†,†,†,†,
  ,
,    
"
,,,,,,,,,
"**MONSTER SPEC**HP Elitebook 850 G3**15"" LED**6th Gen i5**500GB**4GB Memory**Win8**WARRANTY**",https://www.bidorbuy.co.za/item/309745879/_MONSTER_SPEC_HP_Elitebook_850_G3_15_LED_6th_Gen_i5_500GB_4GB_Memory_Win8_WARRANTY.html,"HP † 15.6"" † 500GB †4GB Ram †Integrated",1,"R5,000.","R5,000.00 † 25†Oct†22:53 †",10/25/2017,EZ TECH,https://www.bidorbuy.co.za/seller/1733659/EZ_TECH,"
	,	
	  ,†,***MONSTER SPEC**HP Elitebook 850 G3**15.6""†LED**6th Gen i5**500GB†HDD**4GB Memory**Win8.1**WARRANTY***,†,STILL†IN†EXCELLENT 8/10 CONDITION with†HP†ONSITE†WARRANTY valid till 2019,HP EliteBook 850 G3 Specs,                                                                                                      ,Windows 8.1 Professional 64 (Upgrade option to Windows 10 Pro 64 available upon checkout),IntelÆ Core i5-6300U with Intel HD Graphics 520 (2.5 GHz, up to 3.0 GHz with Intel Turbo Boost Technology, 3 MB cache, 2 cores),15.6"" LED ,4GB DDR4 RAM memory and 256GB SSD storage,Bang & Olufsen Audio ,Backlit Keyboard with numpad,includes balance of 3 year Next Business Day Onsite Warranty till 2019,                                                                                              ,†,†,** DON'T MISS OUT ** ,†,PAYMENT SHOULD BE MADE WITHIN 48 HOURS OF PURCHASE,Items will be sent with†courier @ R350 (1-3 Working Days for Delivery) Insurance is optional ,Items paid for will be dispatched day after payment clears unless it falls on a Friday†then it will only go out on Monday,Please note no collections will be allowed†as all items are sent straight from warehouse to you,Only the OS and Drivers will be loaded on the computer ,†,†,†,†,
  ,
,    
"
,,,,,,,,,
**GAMING MONSTER**Dell Latitude E5570**6th Gen Core i7**R7 AMD GRAPHICS**16GB Ram**1TB HDD,https://www.bidorbuy.co.za/item/309695930/_GAMING_MONSTER_Dell_Latitude_E5570_6th_Gen_Core_i7_R7_AMD_GRAPHICS_16GB_Ram_1TB_HDD.html,"15.6"" † 1TB †16GB Ram †Dedicated",1,"R7,520.,R13,499","R7,520.00 † 25†Oct†23:27 †",10/25/2017,EZ TECH,https://www.bidorbuy.co.za/seller/1733659/EZ_TECH,"
	,	
	  ,THE LATEST 6TH GENERATION DELL LATITUDE CORE i7 LAPTOP!!!†,†,DELL LATITUDE E5570 6th Gen Intel Core i7-6500U Processor ,(4M Cache, up to 3.1 GHz), 4GB†Graphics Card, 16GB†DDR4, STUNNING LAPTOP!!! ,†,†,HUGE†GRAPHICS†4GB AMD†R7 m360 ,†,†,†,†,†,†,†,††††† ,† , , ,†,Specifications, ,Product Type,Notebook,Processor,Intel Core i7 6500U ( 3.1 GHz ) / 4 MB Cache,Memory,16GB†DDR4L,Optical Drive,No optical drive,Display,15.6"" LED,Networking,Gigabit Ethernet,Security,SmartCard reader,Dimensions (WxDxH),33.49 cm x 23.115 cm,Environmental Standards,ENERGY STAR Qualified,PAYMENT SHOULD BE MADE WITHIN 48 HOURS OF PURCHASE,Items will be sent with†courier @ R350 (1-3 Working Days for Delivery), ,Insurance is optional ,Items paid for will be dispatched day after payment clears unless it falls on a Friday†then it will only go out on Monday,Please note no collections will be allowed†as all items are sent straight from our warehouse to you,Only the OS and Drivers will be loaded on the computer†,†,
  ,
,    
"
,,,,,,,,,
"*4GB AMD Graphics* White Colour Dell Inspiron 5559, Latest 6th Gen Core i7, 500GB, Truelife HD",https://www.bidorbuy.co.za/item/309799953/_4GB_AMD_Graphics_White_Colour_Dell_Inspiron_5559_Latest_6th_Gen_Core_i7_500GB_Truelife_HD.html,"Dell † 15.6"" † 500GB †3.10Ghz † Dedicated",1,"R5,805.,R12,500","R5,805.00 † 25†Oct†11:21 †",10/25/2017,mikemudzi,https://www.bidorbuy.co.za/seller/2638759/mikemudzi,"
	,	
	  ,AMAZING TECH SPECS BUILT INTO THIS MACHINE. DO NOT MISS OUT...,†,It's a rare find, white in colour..,†,†,†,†,†,†,††,†,†,†,††,†,†,WHITE COLOUR DELL INSPIRON 5559 NOTEBOOK (NICE TECH SPECS),Latest Intel Core i7 6th Gen 6500u @ 2.50 - 3.10GHz Turbo-Boost,8GB DDR3L RAM (Can be upgraded to 16GB on checkout),500GB 7200 RPM SATA Drive - Huge & Fast,DVD Drive,15.6 inch HD LED 720p Backlit Truelife Display,AMD Radeon R5 M335 Mobile 4GB Dedicated Gaming Graphics,Full Keyboard with Numeric Keypad non-backlit,Wifi, Ethernet, Bluetooth ,USB 3.0, HDMI, SD Card Slot,Win 10 64 Bit,Charger and Power Cable,Excellent 9 out of 10 condition,R350 Courier Shipping to your door (2-3 Business Day) ,YOU CAN ADD/INSTALL MS OFFICE ON CHECKOUT,†,
  ,
,    
"
,,,,,,,,,
"*Business Notebook* Dell Latitude E6440 -14"" HD+ 1600x900 - i7-4600M - 500 GB HDD - 4 GB RAM  - HDMI",https://www.bidorbuy.co.za/item/309743979/_Business_Notebook_Dell_Latitude_E6440_14_HD_1600x900_i7_4600M_500_GB_HDD_4_GB_RAM_HDMI.html,"Dell † 14"" † 500GB †4GB Ram †3.6Ghz † Integrated",1,"R3,401.","R3,401.00 † 25†Oct†23:03 †",10/25/2017,Dominent PC,https://www.bidorbuy.co.za/seller/914810/Dominent_PC,"
	,	
	  ,LATE ENTRY DON'T MISS OUT,†,DELL LATITUDE E6440 I7-4600M 14"" HD+ SECURE BUSINESS NOTEBOOK,(INTEGRATED 3G),††,SERIOUS BUYERS ONLY ,PAYMENT MUST BE MADE 24 HOURS†,SHIPPING ON THIS ITEM IS R290,Dell Latitude E6440 Laptop - 14"" HD+ 1600x900 - Intel Core i7-4600M - 500 GB - 4 GB RAM - Windows 7 - ORIGINAL CHARGER - HDMI - CONDITION 9/10 EXTREEMLY NEAT AS GOOD AS NEW - BRAND NEW BATTERY,†,ORIGINAL PICTURES,Intel Core i7-4600M CPU @ 2.90GHz turbo boost 3.60 GHz†,14"" HD+ 1600x900,3G Intergrated - Takes sim card,500 GB HDD†,4 GB RAM DDR3L SDRAM,64 BIT - WINDOWS 7†,HDMI - BLUETOOTH†,4 √ó USB 3.0- 1 √ó LAN - Wifi 802.11 a/b/g/n - Gigabit Ethernet - 2 x PCI Express Half Mini Card - Mobile Intel QM87 Express - combo jack - 1x fingetprint reader, Intel Graphics 4600 - CHARGER†,†,CONDITION: 9/ 10 LIKE NEW EXCELLENT CONDITION - BRAND NEW BATTERY WITH PROOF (INVOICE),
  ,
,    
"
,,,,,,,,,
