Title,URL,Product,Items Available,Final Price,Winning bid,Date closed,Seller name,Seller page,Description
ACER Travelmate 5610 series laptop up for Grabs  - ****LOW LOW SHIPPING *****,https://www.bidorbuy.co.za/item/310317095/ACER_Travelmate_5610_series_laptop_up_for_Grabs_LOW_LOW_SHIPPING.html,"Acer † 17"" † 2GB Ram †",1,"R350.,R1,500.",R350.00 † 28†Oct†17:36 †,10/29/2017,value4less,https://www.bidorbuy.co.za/seller/3170755/value4less,"
	,	
	  ,†,†,†,†,†,†,†,†,†,†,†,DESCRIPTION : READ CAREFULLY .,Acer Travelmate 5610 Series laptop .† The laptop does come on and has the following issues . The hard drive was removed for personal information , The laptop Hinges are broken , see pictures above .Ideal for spares or for a technician to repair . However †Buy †""AS IS "" .†,Actual pictures of the laptop is on this advert†,NB : Its Just the laptop you are bidding for - NO HARD DRIVE , †NO POWER CABLES -†,†Buy it "" AS IS "" or for parts .†,†,SHIPPING DETAILS :,†Combined Shipping allowed†,†,- †,Shipping option 1†,- R90† -†,SAPO - South African post office ( 5 - 15 working days ),- †,Shipping option 2†,†- R99,†-†,Fastway Courier - DOOR TO DOOR, Excluding Rural/Outline area's (1-3 Working days ),- (OPTIONAL ) - Insurance is offered at an additional 3% of the bid price , and will cover the amount you bid .†,- Items will only be dispatched †once payment is received , payment must be made within 2 days .,- Please allow 1 day for dispatch once payment is made , once postage is done I will provide a tracking number.,†,††,OTHER ITEMS CAN BE CHECKED OUT BY CLICKING †""ALL ITEMS "" †UNDER SELLERS DETAILS,† † † † † † † † † ************************************** DO NOT BID IF YOU DON'T INTEND TO PAY ******************************************,† † † † † † † † † † ††,†,
  ,
,    
"
,,,,,,,,,
"Lenovo Z50-70 GAMING - 15.6"" Full HD - Intel Core i7-4510U  - 750GB HDD - 4GB RAM",https://www.bidorbuy.co.za/item/310528079/Lenovo_Z50_70_GAMING_15_6_Full_HD_Intel_Core_i7_4510U_750GB_HDD_4GB_RAM.html,"Lenovo † 15.6"" † 750GB †4GB Ram †3.1Ghz † Dedicated",1,"R3,500.","R3,500.00 † 29†Oct†22:28 †",10/29/2017,Dominent PC,https://www.bidorbuy.co.za/seller/914810/Dominent_PC,"
	,	
	  ,†,PAYMENT MUST BE MADE 24 HOURS†,SHIPPING ON THIS ITEM IS R290,†,-LENOVO Z50-70 INTEL CORE i7-4510U,UP TO 3.100GHZ CPU/4GB 1800MHZ RAM,750GB HDD/ 15.6"" FULL HD 1920X1080 LCD SCREEN,NVIDIA GEFORCE 840M, ,4GB, DEDICATED GRAPHICS/,DVD WRITER/802.11AC WIRELESS/BLUETOOTH 4.0,INTEL REALSENSE 3D CAME,†,**ORIGINAL PICTURES BELOW**,†,†,†,CONDITION IS 7/10 SIGNS OF USAGE 100% WOKING AND PERFORMING,ORIGINAL CARGER,†,†,†,†,†,†,†,†,†,†,†,†,
  ,
,    
"
,,,,,,,,,
**EXCELLENT**Lenovo Thinkpad T560 ULTRABOOK**6th Gen Core i5**8Gb**500GB**WIN8**WARRANTY**,https://www.bidorbuy.co.za/item/310446891/_EXCELLENT_Lenovo_Thinkpad_T560_ULTRABOOK_6th_Gen_Core_i5_8Gb_500GB_WIN8_WARRANTY.html,"Lenovo † 15.6"" † 500GB †8GB Ram †Integrated",1,"R4,651.","R4,651.00 † 29†Oct†22:01 †",10/29/2017,EZ TECH,https://www.bidorbuy.co.za/seller/1733659/EZ_TECH,"
	,	
	  ,THE 15"" BUSINESS STANDARD, ,Exceptional security, manageability, and durability,All-day battery life,Stunning visuals,-- AWESOME DEAL, WORTH R22,000 --,THE LATEST LENOVO T560 6th GEN ULTRABOOK!!! ,8GB RAM + 500GB HARD DRIVE,†,-- EXCELLENT†CONDITION WITH†BALANCE OF LENOVO ONSITE WARRANTY ,†, †† ,† , †,†,†,6th Gen INTEL CORE i5 vPRO 6200M ,@2.30GHZ,8GB DDR3 1600,1TB†SATA HARD DRIVE,INTEL HD 520 GRAPHICS,15.6"" LED SCREEN BACKLIT ANTI-GLARE ,720p HD WEBCAM,MINI D-PORT,SD CARD READER,USB 3.0,VGA,WIFI ,LAN ,TRACKPOINT & 5-BUTTON GLASS TOUCH PAD,DOLBY ADVANCED AUDIO V2 ,PRECISION KEYBOARD with Numpad,LENOVO THINKVANTAGE ,ULTRA-DURABLE & MIL-SPEC TESTED,†,WINDOWS 8.1 PRO 64BIT (LICENSED),†,
  ,
,    
"
,,,,,,,,,
**GAMING MONSTER**Dell Latitude E5570**6th Gen Core i7**R7 AMD GRAPHICS**16GB Ram**1TB HDD,https://www.bidorbuy.co.za/item/310446973/_GAMING_MONSTER_Dell_Latitude_E5570_6th_Gen_Core_i7_R7_AMD_GRAPHICS_16GB_Ram_1TB_HDD.html,"15.6"" † 1TB †16GB Ram †Dedicated",1,"R7,005.,R13,499","R7,005.00 † 29†Oct†21:59 †",10/29/2017,EZ TECH,https://www.bidorbuy.co.za/seller/1733659/EZ_TECH,"
	,	
	  ,THE LATEST 6TH GENERATION DELL LATITUDE CORE i7 LAPTOP!!!†,†,DELL LATITUDE E5570 6th Gen Intel Core i7-6500U Processor ,(4M Cache, up to 3.1 GHz), 4GB†Graphics Card, 16GB†DDR4, STUNNING LAPTOP!!! ,†,†,HUGE†GRAPHICS†4GB AMD†R7 m360 ,†,†,†,†,†,†,†,††††† ,† , , ,†,Specifications, ,Product Type,Notebook,Processor,Intel Core i7 6500U ( 3.1 GHz ) / 4 MB Cache,Memory,16GB†DDR4L,Optical Drive,No optical drive,Display,15.6"" LED,Networking,Gigabit Ethernet,Security,SmartCard reader,Dimensions (WxDxH),33.49 cm x 23.115 cm,Environmental Standards,ENERGY STAR Qualified,PAYMENT SHOULD BE MADE WITHIN 48 HOURS OF PURCHASE,Items will be sent with†courier @ R350 (1-3 Working Days for Delivery), ,Insurance is optional ,Items paid for will be dispatched day after payment clears unless it falls on a Friday†then it will only go out on Monday,Please note no collections will be allowed†as all items are sent straight from our warehouse to you,Only the OS and Drivers will be loaded on the computer†,†,
  ,
,    
"
,,,,,,,,,
DELL INSPIRION 15 7th Gen Intel i5 | 4GB RAM |1TB HDD | AS NEW,https://www.bidorbuy.co.za/item/307620123/DELL_INSPIRION_15_7th_Gen_Intel_i5_4GB_RAM_1TB_HDD_AS_NEW.html,"Dell † 15.6"" † 500GB †16GB Ram †3.1Ghz † Dedicated",1,"R5,999.",,10/29/2017,Steppin On The Cloud,https://www.bidorbuy.co.za/seller/504146/Steppin_On_The_Cloud,"
	,	
	  ,†,Processor (CPU),IntelÆ CoreÑ¢ i5 -7200U,Memory,4GB,Storage,1TB HDD,Display Size,†15.6"" 1920 X 1080 ††,Operating System,Windows 10 Pro 64,Ports,3 X 2.0USB,1 X HDMI ,1 X LANE PORT ,WIFI +BLUETOOTH†,Graphics Card,Intel HD 530,Condition,Slightly used, as new.,Warranty,1-year balance with Dell,†,
  ,
,    
"
,,,,,,,,,
"**QUAD CORE MONSTER**ACER VERITON ALL IN ONE** QUAD CORE i5**Full HD 23"" **500GB HDD**4GB Ram**",https://www.bidorbuy.co.za/item/310446928/_QUAD_CORE_MONSTER_ACER_VERITON_ALL_IN_ONE_QUAD_CORE_i5_Full_HD_23_500GB_HDD_4GB_Ram.html,Acer † All-In-One † 500GB †4 GB Ram †Integrated,1,"R3,500.","R3,500.00 † 29†Oct†17:08 †",10/29/2017,EZ TECH,https://www.bidorbuy.co.za/seller/1733659/EZ_TECH,"
	,	
	  ,**EXCELLENT**ACER VERITON Z4630G ALL IN ONE**3RD Gen Core i5**Full HD 23.6"" **500GB HDD**4GB Ram**,†,3RD GENERATION 1920x1080 FULL HD SCREEN, 23"" WIDE, 4GB†RAM, ETC..!! ,†,THE LATEST†ACER VERITON†CORE i5 vPRO 3RD GEN, STUNNING COMPUTER!!! ,†,** THIS IS A POWERFUL & BEAUTIFUL†MONSTER WITH A FULL HD 1920x1080 SCREEN WITH HD Graphics. PERFECT FOR GAMERS AND GRAPHICS ENTHUSIASTS **,†,†,†,†, ,†,††††††† ,†,†,3RD GEN ,QUAD†CORE†INTEL CORE,23.6†INCH FULL HD SCREEN (1920 x 1080) ,4GB DDR3 1600MHZ,INTEL HD GRAPHICS CARD,500GB†HARD†DRIVE,HD WEBCAM,HDMI,BLUETOOTH 4.0,SD CARD READER ,USB 3.0,WIFI,ETHERNET,WIN 7/8 License,KB + Mouse not Included,** DON'T MISS OUT** ,†,†,†,†,PAYMENT SHOULD BE MADE WITHIN 48 HOURS OF PURCHASE,Pictures are for illustrative purposes only ,Items will be sent with†courier @ R500 (1-3 Working Days for Delivery),Insurance is optional at 3% of total value,Items paid for will be dispatched day after payment clears unless it falls on a Friday†then it will only go out on Monday,Please note no collections will be allowed†as all items are sent straight from our warehouse to you,Only the OS and Drivers will be loaded on the computer ,
  ,
,    
"
,,,,,,,,,
DELL LATITUDE E7240 | CORE i5-4310U 2.0GHz | 8GB RAM | 256GB SSD | HDMI | LAPTOP ULTRABOOK,https://www.bidorbuy.co.za/item/309637516/DELL_LATITUDE_E7240_CORE_i5_4310U_2_0GHz_8GB_RAM_256GB_SSD_HDMI_LAPTOP_ULTRABOOK.html,"Dell † 12.5"" † 256GB †8GB Ram †2.0Ghz †",1,"R4,990.,R5,250.",,10/29/2017,TradeRouteAuctions,https://www.bidorbuy.co.za/seller/424919/TradeRouteAuctions,"
	,	
	  ,DELL LATITUDE E7240 | CORE i5-4310U 2.0GHz | 8GB RAM | 256GB SSD | HDMI | LAPTOP ULTRABOOK,†,†,†,†,DELL LATITUDE E7240,CORE i5 2.0GHZ,8GB RAM†,WINDOWS 10 PRO - 64BIT,256GB SSD (SOLID STATE DRIVE),INTEL HD GRAPHICS - 4161MB,HDMI OUTPUT,COMES WITH CHARGER ONLY,†,†,†,†,†,
  ,
,    
"
,,,,,,,,,
IBM Lenovo Thinkpad T60,https://www.bidorbuy.co.za/item/310310553/IBM_Lenovo_Thinkpad_T60.html,"Lenovo † 15.4"" † 80GB †1GB Ram †1.83Ghz † Integrated",1,R725.,R725.00 † 29†Oct†21:09 †,10/29/2017,SmartBrain,https://www.bidorbuy.co.za/seller/108201/SmartBrain,"
	,	
	  ,†Lenovo Thinkpad T60 Laptop,†,Includes Laptop and Charger,Windows 7 Pro 32 Bit Loaded and activated,Battery lasts between 20-60min,Laptop as per images,Very good working condition,
  ,
,    
"
,,,,,,,,,
HP 15 250 LAPTOP 500GB HDD GREAT CONDITION!!!,https://www.bidorbuy.co.za/item/310598602/HP_15_250_LAPTOP_500GB_HDD_GREAT_CONDITION.html,"HP † 15.6"" † 500GB †2GB Ram †2.2Ghz † Integrated",1,"R2,200.","R2,200.00 † 29†Oct†19:28 †",10/29/2017,B.W,https://www.bidorbuy.co.za/seller/416068/B.W,"
	,	
	  ,HP 250 LAPTOP 15INCH LAPTOP ,†,PLEASE DO, NOT BID IF YOU DONT INTEND TO PAY WITHIN 24 HOURS,OPERATING SYSTEM: Windows 10 PRO 64BIT,PROCESSOR: INTEL N2840 2.16GHZ,MEMORY: 2GB RAM,STORAGE: 500GB HDD,DISPLAY SIZE:15.6"" HD LED,DISPLAY RESOLUTION:1366 x 768 PIXELS ,FULL KEYBOARD WITH NUMPAD,CONNECTIVITY:Wi-Fi / Ethernet / Bluetooth/ DVD Writer,CHARGER INCLUDED,EVERYTHING WORKS PERFECTLY ,†,†,Please make payment within 24 hours of purchase!!! Note there is a relisting fee for an unsuccessful sale.,
  ,
,    
"
,,,,,,,,,
LENOVO X260 - INTEL CORE i5 - 6THGEN  - 256GBSSD - 8GBRAM - WIN 10 - AS NEW,https://www.bidorbuy.co.za/item/310639688/LENOVO_X260_INTEL_CORE_i5_6THGEN_256GBSSD_8GBRAM_WIN_10_AS_NEW.html,"Dell † 14"" † 256GB †8GB Ram †2.3Ghz † Integrated",1,"R5,500.",,10/29/2017,MarKab3746,https://www.bidorbuy.co.za/seller/3595386/MarKab3746,"
	,	
	  ,†,LENOVO X260,+ ORIGINAL CHARGER ,†,†, ,† †INTEL CORE i5† - 6THGEN - †256GBSSD - 8GBRAM - †INTEL HD,†,†,Tech Specs,LENOVO X260 - 14"" - Core i5 6300U - 8 GB RAM - 256GBSSD,Processor Intel Core i5 (6th Gen) 6300U / 2.3 GHz (2.3 GHz)†,Memory 8 GB DDR3L,Storage 256 GB SSD†,Optical Drive No optical drive,Display 14"" WLED 1366 x 768 / HD,Graphics Intel HD Graphics,Integrated Webcam Yes,HDMI, Bluetooth, Gigabit Ethernet,Battery Long life,†,†,††,†,PAYMENT SHOULD BE MADE WITHIN 24 HOURS OF PURCHASE,Items will be sent with courier R350 to the door (1-3 Working Days for Delivery) Insurance is optional,Items paid for will be dispatched day after payment clears unless it falls on a Friday then it will only go out on Monday,Please note that no collections will be allowed ,Feel free to ask any questions,†OS †Windows 10, office 2016 will be loaded on the computer ,the item is in †good condition 9.5/10 with original charger,†,† ††,†,†,†,†,†,
  ,
,    
"
,,,,,,,,,
"Back By Popular Request: Lenovo ThinkPad X1 Carbon, i7-4600u, 512gb SSD, 8gb Ram, with Touch Fn Keys",https://www.bidorbuy.co.za/item/308647017/Back_By_Popular_Request_Lenovo_ThinkPad_X1_Carbon_i7_4600u_512gb_SSD_8gb_Ram_with_Touch_Fn_Keys.html,"14.0"" † 512GB †8GB Ram †2.7Ghz † Integrated",1,"R12,999",,10/29/2017,Paradigm Tech Centre,https://www.bidorbuy.co.za/seller/3171883/Paradigm_Tech_Centre,"
	,	
	  ,Lenovo Thinkpad X1 Carbon†,Ultrabook,Intel Core i7-4600U @ 2.1GHz/ 2.7GHz,8GB† DDR3L Ram.†,512GB Solid State Drive,†,Intel HD Graphics Display.†,Beautiful 14.0'' HD+ Resolution,†,2x USB 3.0, Docking Connector, Display Port.†,Built in 3G,† Wi-Fi + Bluetooth,Finger Print Reader, Keyboard Backlit, SDcard Reader,MS Office Pro 2016,†,Windows 10 Pro 64 bits, Creators Edition (latest),*,Lenovo's Precision keyboard, Best keyboard experience in the industry,†,Great for those on the go who requires performance, all day battery life and sleekness, great for office work,WARRANTY,3 Months Warranty,CONDITION,Used Unit. An Impressive 8.5/10 Score on External Looks. An excellent 10/10 on Hardware/ Software.,Light scratches/ Faddings from every day use (PLS refer to the last 3 images if scratches is a concern, not bad at all) no box.,PAYMENT,Cash Deposit, EFT, Credit Cards, Bitcoin, all accepted,SHIPPING,Free Postnet / Speed Services Shipping,†,NB:,Item will be shipped within 1-6 Working hours after payment is received & confirmed by BIDORBUY.,Payment has to be made not later than 48 hours after CHECKOUT TIME.,Until item is PAID for in full we reserve the SOLE RIGHTS to sell it to other costumers off BOB.,
  ,
,    
"
,,,,,,,,,
Toshiba Satellite C50-A0113,https://www.bidorbuy.co.za/item/309650286/Toshiba_Satellite_C50_A0113.html,"Toshiba † 15.6"" † 750GB †8GB Ram †2.40Ghz † Integrated",1,"R2,500.",,10/29/2017,Carlo_Soares007,https://www.bidorbuy.co.za/seller/2474870/Carlo_Soares007,"
	,	
	  ,Toshiba Satellite C50-A0113 2.4GHz i3-3110M 15.6"" 1366 x 768pixels Black Notebook,†:,†,Intel Core i3-3110M (3M Cache, 2.40 GHz) ,39.624 cm (15.6 "") 1366 x 768 TFT (HD) ,8GB DDR3 1600MHz ,720GB HDD,Intel HD Graphics 4000 ,DVD Super Multi ,Fast Ethernet ,WLAN 802.11 b/g/n ,Bluetooth 4.0 + LE ,USB 3.0 x 1, USB 2.0 x 2, RGB, HDMI, WebCam,Windows 10 Pro, 64-bit,Source:†http://icecat.us/p/toshiba/pscg6f-05200qf3/notebooks-C50-A0113-20756162.html,†,
  ,
,    
"
,,,,,,,,,
"HP EliteBook 8460p - 14"" - Core i5 2520M - Windows 7 Pro 64-bit - 8 GB RAM - 300 GB HDD",https://www.bidorbuy.co.za/item/310431568/HP_EliteBook_8460p_14_Core_i5_2520M_Windows_7_Pro_64_bit_8_GB_RAM_300_GB_HDD.html,"HP † 14"" † 300GB †8GB Ram †3.2Ghz †",1,"R2,600.","R2,600.00 † 29†Oct†08:31 †",10/29/2017,skhanet,https://www.bidorbuy.co.za/seller/1251867/skhanet,"
	,	
	  ,†,HP EliteBook 8460p - 14"" - Core i5 2520M -,†,Windows 7† 64-bit - 8 GB Ram,300 GB HDD†,Dual-Core†,3.2 GHz,†with charger,†,†,neat condition with obvious scuff marks,†,†,†,†,
  ,
,    
"
,,,,,,,,,
Dell Latitude E6320 Intel Core i5-2520M 2.5GHz 4GB Memory 250GB Hard Drive,https://www.bidorbuy.co.za/item/310319147/Dell_Latitude_E6320_Intel_Core_i5_2520M_2_5GHz_4GB_Memory_250GB_Hard_Drive.html,,1,"R1,500.",,10/28/2017,tyric32,https://www.bidorbuy.co.za/seller/1994450/tyric32,"
	,	
	  ,†,†,Dell Latitude E6320,4GB Memory, ,250GB Hard Drive,Intel HD Graphics 3000                                                                                                 ,HD Webcam, DVD Rom DRIVE, Intel HD Integrated Graphics + HDMI Output ,1 x USB 2.0 Ports, ,2 X USB 3.0 Ports,1 X eSATA/USB Combo port, 13.3 inch HD LED Screen ,Wi-Fi, Gigabit Ethernet, 3G,Bluetooth, ,Windows 10 and Microsoft 2016 loaded ,not licensed though,works fine just a pop up comes up once in a while reminding you to activate.,Battery duration 30-40 minutes,Laptop & Fairly new Charger only, ,used laptop with normal usage signs,Some scratches and two slight dings on top cover,Broken plastic piece on battery.,Speakers distort a bit but works with earphones/ external speakers.,Laptop works well and is quiet fast!,†,
  ,
,    
"
,,,,,,,,,
HP ELITEBOOK 820 G3 I7-6500U 8GB RAM 500G HDD 12.5'' NEWLIKE NOTEBOOK,https://www.bidorbuy.co.za/item/305694260/HP_ELITEBOOK_820_G3_I7_6500U_8GB_RAM_500G_HDD_12_5_NEWLIKE_NOTEBOOK.html,"HP † 12.5"" † 500GB †8GB Ram †2.7Ghz † Integrated",1,"R7,000.",,10/28/2017,MINEAWAY,https://www.bidorbuy.co.za/seller/3051049/MINEAWAY,"
	,	
	  ,†,Processor (CPU),IntelÆ CoreÑ¢ I7-6500 CPU @3.20GHZ†,Memory,8GB,Storage,500GB,Display†,1920 X 1080† IPS (12.5''),Operating System,WINDOWS 10 PRO 64-BIT†,Ports,1 X †DISPLAY PORT, 1 X D-SUB , 2 X 2.0 USB PORT , 1 X LAN PORT .,Graphics Card,INTEL(R) HD GRAPHICS 520,Colour,SILVER†,Warranty,1 YEARS WARRANTY,†,PLEASE NOTE THAT ITEM HAS BEEN TESTED AND IS AS GOOD AS NEW .,
  ,
,    
"
,,,,,,,,,
DELL LATITUDE E7440 | CORE i5-4300U 1.9GHz | 8GB RAM | 256GB SSD | HDMI | LAPTOP ULTRABOOK,https://www.bidorbuy.co.za/item/307252133/DELL_LATITUDE_E7440_CORE_i5_4300U_1_9GHz_8GB_RAM_256GB_SSD_HDMI_LAPTOP_ULTRABOOK.html,"Dell † 14"" † 256GB †8GB Ram †1.9Ghz † Integrated",1,"R4,490.","R4,490.00 † 28†Oct†09:57 †",10/28/2017,TradeRouteAuctions,https://www.bidorbuy.co.za/seller/424919/TradeRouteAuctions,"
	,	
	  ,DELL LATITUDE E7440 | CORE i5-4300U 1.9GHz | 8GB RAM | 256GB SSD | HDMI | LAPTOP ULTRABOOK,WINDOWS 10 PROFESSIONAL ,INTEL HD GRAPHICS 1366 X 768 ,BACKLIT KEYBOARD,†,COMES WITH CHARGER AND BATTERY ,EXCELLENT 8.5/10 CONDITION,†,†,†,†,†,
  ,
,    
"
,,,,,,,,,
"Back By Popular Request: Lenovo ThinkPad X1 Carbon, i7-4600u, 512gb SSD, 8gb Ram, with Touch Fn Keys",https://www.bidorbuy.co.za/item/310472810/Back_By_Popular_Request_Lenovo_ThinkPad_X1_Carbon_i7_4600u_512gb_SSD_8gb_Ram_with_Touch_Fn_Keys.html,"14.0"" † 512GB †8GB Ram †2.7Ghz † Integrated",1,"R12,999",,10/28/2017,Paradigm Tech Centre,https://www.bidorbuy.co.za/seller/3171883/Paradigm_Tech_Centre,"
	,	
	  ,Lenovo Thinkpad X1 Carbon†,Ultrabook,Intel Core i7-4600U @ 2.1GHz/ 2.7GHz,8GB† DDR3L Ram.†,512GB Solid State Drive,†,Intel HD Graphics Display.†,Beautiful 14.0'' HD+ Resolution,†,2x USB 3.0, Docking Connector, Display Port.†,Built in 3G,† Wi-Fi + Bluetooth,Finger Print Reader, Keyboard Backlit, SDcard Reader,MS Office Pro 2016,†,Windows 10 Pro 64 bits, Creators Edition (latest),*,Lenovo's Precision keyboard, Best keyboard experience in the industry,†,Great for those on the go who requires performance, all day battery life and sleekness, great for office work,WARRANTY,3 Months Warranty,CONDITION,Used Unit. An Impressive 8.5/10 Score on External Looks. An excellent 10/10 on Hardware/ Software.,Light scratches/ Faddings from every day use (PLS refer to the last 3 images if scratches is a concern, not bad at all) no box.,PAYMENT,Cash Deposit, EFT, Credit Cards, Bitcoin, all accepted,SHIPPING,Free Postnet / Speed Services Shipping,†,NB:,Item will be shipped within 1-6 Working hours after payment is received & confirmed by BIDORBUY.,Payment has to be made not later than 48 hours after CHECKOUT TIME.,Until item is PAID for in full we reserve the SOLE RIGHTS to sell it to other costumers off BOB.,
  ,
,    
"
,,,,,,,,,
Lenovo ThinkPad T520 Core i5 Laptop (used),https://www.bidorbuy.co.za/item/286842202/Lenovo_ThinkPad_T520_Core_i5_Laptop_used.html,,1,"R2,999.",,10/28/2017,Asetos Computers,https://www.bidorbuy.co.za/seller/2310200/Asetos_Computers,"
	,	
	  ,The 15.6 ThinkPad T520 is durable, secure, portable, and packed with features to enhance productivity. From its ultra-long battery life to its advanced wireless technology, the T520 helps you take your business to the next level,Product Description,15.6"" †Matte LCD Screen,2.5GHz Intel Core i5 CPU @ 2.5Ghz,4GB DDR3 RAM,320GB 3GBps SATA Hard Drive,DVDRW Drive,Wireless Card, Gigabit LAN, BlueTooth,4x USB, 1x FireWire, 1x VGA-Out, 1x DisplayPort, 1x PCMCIA, SD Card Slot,Integrated Camera,Fingerprint Reader,Battery - Good condition,90W Genuine Lenovo Charger,Windows 7 PRO 64-Bit w/ COA,
  ,
,    
"
,,,,,,,,,
HP Probook 6550b,https://www.bidorbuy.co.za/item/310425467/HP_Probook_6550b.html,"HP † 15.6"" † 320GB †4GB Ram †2.26Ghz † Integrated",1,"R1,050.","R1,050.00 † 27†Oct†10:17 †",10/27/2017,KEYBOD,https://www.bidorbuy.co.za/seller/1297397/KEYBOD,"
	,	
	  ,HP Probook 6550b,Intel Core i3-350M Processor (2.26 GHz, 35 W, 3MB L3 cache),4GB RAM DDR3 PC3-10600 SDRAM (1333 MHz),Intel HD Graphics,320GB 7200 RPM, SMART SATA II,DVD+/-RW SuperMulti DL LightScribe drive,15.6-inch diagonal LED-backlit HD anti-glare (1366 x 768 resolution),Wi-Fi and LAN onboard,Integrated stereo speakers,Integrated microphone (dual-microphone array when equipped with optional 2 MP webcam),Touch-sensitive controls for volume up, volume down, and mute,Stereo headphone/line-out,Stereo microphone/line-in,2 MP webcam,Ä¢Media card reader that supports the following:,Secure Digital (SD),High Capacity Secure Digital (HS-SD),MultiMedia Card (MMC),MultiMedia Card Plus (HS-MMC),Sony Memory Stick,Sony Memory Stick Pro,Memory Stick Duo,External 65-watt Smart AC adapter,Genuine Windows 7 Professional Edition 64-bit,MS Office 2013,Battery still in good condition,
  ,
,    
"
,,,,,,,,,
Asus X451M Notebook {9/10! - Amazing!},https://www.bidorbuy.co.za/item/309143511/Asus_X451M_Notebook_9_10_Amazing.html,"ASUS † 14"" † 230GB †4GB Ram †2.16Ghz †",1,"R2,999.",,10/27/2017,EpicDeals,https://www.bidorbuy.co.za/seller/2922559/EpicDeals,"
	,	
	  ,Screen,:,†Looks fantastic! Very well looked after with no major scratching.,†,Frame,:,†Also very well looked after, only minor scratches visible upon close inspection.†,†,Back Casing,:,†Once again†,very well looked after with only minor scratches visible upon close inspection.†,†,Functions,:,†All system functions are working 100% on this device.†,CPU: Celeron N2840 @ 2.16GHz,RAM: 4GB,HDD: 230GB,OS: Windows 10 Pro (original and activated),†,Accessories,:,†This machine comes with the original power supply.,†,Dhiren - ,""Very happy !!! Thank you !!!!! :-)"",†,†,Please make payment within 48 hours of ordering or we will relist the product for sale and file an SNC.,†Please Note: All our devices are local stock and will be dispatched within two working days of receiving payment. We have overnight courier delivery to any Major City in South Africa via The Courier Guy service and will send the tracking number once the device has been sent out. In order to qualify for overnight delivery we must receive your payment before 2:30pm on a working day aside from Friday and assuming the following day is not a public holiday (our couriers do not work on public holidays and weekends).†,
  ,
,    
"
,,,,,,,,,
**MONSTER GAMING**Hp Pavilion 17**Core i5**500GB HDD**8GB MEMORY**ATI HD GRAPHICS**,https://www.bidorbuy.co.za/item/310314701/_MONSTER_GAMING_Hp_Pavilion_17_Core_i5_500GB_HDD_8GB_MEMORY_ATI_HD_GRAPHICS.html,"HP † 17"" † 500GB †8GB Ram †Dedicated",1,"R4,500.","R4,500.00 † 27†Oct†14:00 †",10/27/2017,EZ TECH,https://www.bidorbuy.co.za/seller/1733659/EZ_TECH,"
	,	
	  ,†,†,†,Selling An Hp Pavilion 15,Galactic Silver,Incredible Power, Incredible Looks, Incredible Performance,This Notebook Blazes Through Games Like A Hot Knife Through Butter,Monstrous Gaming Notebook,This Machine Is Massively Spec'd,Here Are The Spec's:,Intel Core i5 Processor,The Processing Speed Is Absolutely Phenomenal, ,8GB DDR3 Ram,500GB Hard Drive,AMD†RADEON†HD Dedicated Graphics,†,Searing Graphics, Mind Blowing Visuals,†,The Graphics Are Out Of This World, It Is So Clear And True To Life It Makes You Want To Reach Out And Touch Everything You See,True Vision HD Webcam,17.3"" Hp Bright View HD LED Display,Experience Liquid Visuals On This Exceptional†Display,Featuring The New Windows 8.1,More Beautiful, More Flexible, More You. And Very, Very Fast,Full Sized Keyboard With Separate Numeric Keypad,Touchpad Supporting Multi-Touch Gestures,Wireless LAN--Bluetooth,2X USB 3.0 ,10x Faster Than USB 2.0,1X USB 2.0--VGA Port--HDMI,Ethernet Port--SD Card Reader,†,PAYMENT SHOULD BE MADE WITHIN 48 HOURS OF PURCHASE,Items will be sent with†courier @ R350 (1-3 Working Days for Delivery), ,Insurance is optional ,Please note no collections will be allowed†as all items are sent straight from our warehouse to you,Pictures for illustrative Purposes only,Only the OS and Drivers will be loaded on the computer ,
  ,
,    
"
,,,,,,,,,
"LENOVO THINKPAD T460 | 6TH GEN CORE i5-6300U | 8GB RAM | 500GB HDD | 14"" FHD | 4G | WIN10P**WARRANTY",https://www.bidorbuy.co.za/item/310417409/LENOVO_THINKPAD_T460_6TH_GEN_CORE_i5_6300U_8GB_RAM_500GB_HDD_14_FHD_4G_WIN10P_WARRANTY.html,"Lenovo † 14"" † 500GB †8GB Ram †2.4Ghz † Integrated",1,"R5,013.","R5,013.00 † 27†Oct†14:01 †",10/27/2017,CGTECH,https://www.bidorbuy.co.za/seller/2100911/CGTECH,"
	,	
	  ,*** LENOVO T460 6TH GEN SKYLAKE ULTRABOOK***,WITH DUAL BATTERIES,EXCELLENT CONDITION 9/10,6TH GEN INTEL CORE i5 vPRO 6300U SKYLAKE CPU @ 2.40GHz,500GB SATA HARD DRIVE,8GB DDR4 †RAM,14"" FULL HD †LED SCREEN (1920 x 1080) BACKLIT ANTI-GLARE,HD WEBCAM,INTEL HD ,GRAPHICS,†530,MINI D-PORT ,VGA,USB3,4G LTE | WIFI,LAN,SD CARD READER,TRACKPOINT & 5-BUTTON GLASS TOUCHPAD,PRECISION KEYBOARD,WINDOWS 10 PRO 64-bit†,†,PAYMENT WITHIN 24 HOURS ,†,**** PLEASE DO NOT BID IF YOU DO NOT INTEND TO PAY WITHIN 24 HOURS *,†,†,
  ,
,    
"
,,,,,,,,,
